Date,HoursOfSun,City,District,Season,Sun_Rise,Sun_Set,Moon_Rise,Moon_Set,Moon_Phase,Moon_Age,Temperature_Minimum_Value,Temperature_Maximum_Value,RealFeelTemperature_Minimum_Value,RealFeelTemperature_Minimum_Phrase,RealFeelTemperature_Maximum_Value,RealFeelTemperature_Maximum_Phrase,RealFeelTemperatureShade_Minimum_Value,RealFeelTemperatureShade_Minimum_Phrase,RealFeelTemperatureShade_Maximum_Value,RealFeelTemperatureShade_Maximum_Phrase,DegreeDaySummary_Heating_Value,DegreeDaySummary_Cooling_Value,Day_IconPhrase,Day_HasPrecipitation,Day_ShortPhrase,Day_LongPhrase,Day_PrecipitationProbability,Day_ThunderstormProbability,Day_RainProbability,Day_SnowProbability,Day_IceProbability,Day_Wind_Speed_Value,Day_Wind_Direction_Degrees,Day_Wind_Direction_Localized,Day_WindGust_Speed_Value,Day_WindGust_Direction_Degrees,Day_WindGust_Direction_Localized,Day_TotalLiquid_Value,Day_Rain_Value,Day_Snow_Value,Day_Ice_Value,Day_HoursOfPrecipitation,Day_HoursOfRain,Day_HoursOfSnow,Day_HoursOfIce,Day_CloudCover,Day_Evapotranspiration_Value,Day_SolarIrradiance_Value,Day_RelativeHumidity_Minimum,Day_RelativeHumidity_Maximum,Day_RelativeHumidity_Average,Day_WetBulbTemperature_Minimum_Value,Day_WetBulbTemperature_Maximum_Value,Day_WetBulbTemperature_Average_Value,Day_WetBulbGlobeTemperature_Minimum_Value,Day_WetBulbGlobeTemperature_Maximum_Value,Day_WetBulbGlobeTemperature_Average_Value,Night_IconPhrase,Night_HasPrecipitation,Night_ShortPhrase,Night_LongPhrase,Night_PrecipitationProbability,Night_ThunderstormProbability,Night_RainProbability,Night_SnowProbability,Night_IceProbability,Night_Wind_Speed_Value,Night_Wind_Direction_Degrees,Night_Wind_Direction_Localized,Night_WindGust_Speed_Value,Night_WindGust_Direction_Degrees,Night_WindGust_Direction_Localized,Night_TotalLiquid_Value,Night_Rain_Value,Night_Snow_Value,Night_Ice_Value,Night_HoursOfPrecipitation,Night_HoursOfRain,Night_HoursOfSnow,Night_HoursOfIce,Night_CloudCover,Night_Evapotranspiration_Value,Night_SolarIrradiance_Value,Night_RelativeHumidity_Minimum,Night_RelativeHumidity_Maximum,Night_RelativeHumidity_Average,Night_WetBulbTemperature_Minimum_Value,Night_WetBulbTemperature_Maximum_Value,Night_WetBulbTemperature_Average_Value,Night_WetBulbGlobeTemperature_Minimum_Value,Night_WetBulbGlobeTemperature_Maximum_Value,Night_WetBulbGlobeTemperature_Average_Value,AirAndPollen_AirQuality,AirAndPollen_Grass,AirAndPollen_Mold,AirAndPollen_Ragweed,AirAndPollen_Tree,AirAndPollen_UVIndex,Day_PrecipitationType,Day_PrecipitationIntensity
2024-11-01 19:16:18.578853,10.5,Aydın,Aydın Kusadası,Autumn,2024-11-01T07:37:00+03:00,2024-11-01T18:12:00+03:00,2024-11-01T07:28:00+03:00,2024-11-01T17:56:00+03:00,New,0,11.11,23.33,13.89,Cool,24.44,Pleasant,13.89,Cool,22.22,Pleasant,-16.67,-17.78,Sunny,False,Pleasant with plenty of sun,Pleasant with plenty of sun,0,0,0,0,0,9.33,345,NNW,24.14,42,NE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.794,4369.7,31,64,52,11.11,17.78,14.44,13.33,21.11,17.78,Clear,False,Clear,Clear,0,0,0,0,0,7.4,124,SE,16.74,83,E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.254,0.0,61,70,64,11.67,17.22,13.89,13.89,20.0,16.11,Good,Low,Low,Low,Low,Moderate,,
2024-11-01 19:16:18.585349,10.6,Aydın,Aydın Yenihisar,Autumn,2024-11-01T07:36:00+03:00,2024-11-01T18:12:00+03:00,2024-11-01T07:27:00+03:00,2024-11-01T17:57:00+03:00,New,0,15.56,23.89,15.56,Cool,23.33,Pleasant,15.56,Cool,22.22,Pleasant,-17.78,-16.11,Sunny,False,Sunny and pleasant,Pleasant with plenty of sunshine,0,0,0,0,0,14.81,351,N,31.54,22,NNE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0479999999999996,4431.2,41,62,48,11.11,16.11,13.89,12.78,19.44,17.22,Clear,False,Clear,Clear,0,0,0,0,0,11.1,24,NNE,25.91,337,NNW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.508,0.0,55,65,62,12.22,15.56,14.44,15.0,18.89,16.67,Good,Low,Low,Low,Low,Moderate,,
2024-11-01 19:16:18.590845,10.6,Aydın,Aydın Incirliova,Autumn,2024-11-01T07:35:00+03:00,2024-11-01T18:10:00+03:00,2024-11-01T07:26:00+03:00,2024-11-01T17:54:00+03:00,New,0,10.56,26.67,11.11,Chilly,27.22,Pleasant,11.11,Chilly,25.56,Pleasant,-17.78,-17.78,Sunny,False,Pleasant with plenty of sun,Pleasant with plenty of sun,0,0,0,0,0,7.4,171,S,25.91,119,ESE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.794,4370.5,22,54,38,8.89,14.44,11.67,11.67,20.0,16.11,Clear,False,Clear,Clear,0,0,0,0,0,5.63,43,NE,9.33,76,ENE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.254,0.0,46,64,59,7.78,12.78,9.44,10.0,16.67,12.22,Good,Low,Low,Low,Low,Moderate,,
2024-11-01 19:16:18.596858,10.6,Aydın,Aydın Cine,Autumn,2024-11-01T07:33:00+03:00,2024-11-01T18:09:00+03:00,2024-11-01T07:24:00+03:00,2024-11-01T17:53:00+03:00,New,0,11.11,27.22,11.11,Chilly,27.22,Pleasant,11.11,Chilly,26.11,Pleasant,-17.78,-17.22,Sunny,False,Nice with plenty of sun,Nice with plenty of sun,0,0,0,0,0,7.4,162,SSE,24.14,98,E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.794,4375.6,20,48,33,8.33,14.44,11.67,11.11,20.56,16.11,Clear,False,Clear,Clear,0,0,0,0,0,7.4,36,NE,11.1,264,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.254,0.0,48,62,55,7.78,14.44,10.56,10.0,17.78,13.33,Good,Low,Low,Low,Low,Moderate,,
2024-11-01 19:16:18.602850,10.5,Aydın,Aydın Germencik,Autumn,2024-11-01T07:36:00+03:00,2024-11-01T18:10:00+03:00,2024-11-01T07:26:00+03:00,2024-11-01T17:55:00+03:00,New,0,10.56,20.56,10.0,Chilly,21.67,Pleasant,10.0,Chilly,18.89,Pleasant,-15.0,-17.78,Sunny,False,Nice with plenty of sun,Nice with plenty of sun,0,0,0,0,0,9.33,4,N,24.14,23,NNE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.794,4364.8,35,64,44,8.33,12.78,11.11,10.56,16.67,15.0,Mostly clear,False,Clear to partly cloudy,Clear to partly cloudy,0,0,0,0,0,9.33,24,NNE,16.74,300,WNW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.254,0.0,57,68,62,8.33,12.78,10.0,10.0,15.56,11.67,Good,Low,Low,Low,Low,Moderate,,
2024-11-01 19:16:18.608854,10.4,Aydın,Aydın Bozdogan,Autumn,2024-11-01T07:32:00+03:00,2024-11-01T18:08:00+03:00,2024-11-01T07:23:00+03:00,2024-11-01T17:52:00+03:00,New,0,9.44,22.78,10.0,Chilly,23.89,Pleasant,10.0,Chilly,21.11,Pleasant,-15.56,-17.78,Sunny,False,Pleasant with plenty of sun,Pleasant with plenty of sun,0,0,0,0,0,5.63,70,ENE,20.44,13,NNE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.794,4390.7,30,59,40,7.78,12.78,11.11,10.0,17.78,15.0,Clear,False,Clear,Clear,0,0,0,0,0,7.4,148,SSE,16.74,146,SE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.254,0.0,38,64,55,7.22,11.11,8.33,8.89,15.0,11.11,Good,Low,Low,Low,Low,Moderate,,
2024-11-01 19:16:18.614351,10.6,Aydın,Aydın Kosk,Autumn,2024-11-01T07:34:00+03:00,2024-11-01T18:08:00+03:00,2024-11-01T07:24:00+03:00,2024-11-01T17:53:00+03:00,New,0,11.11,27.22,11.11,Chilly,27.22,Pleasant,11.11,Chilly,26.11,Pleasant,-17.78,-17.22,Sunny,False,Nice with plenty of sun,Nice with plenty of sun,0,0,0,0,0,7.4,162,SSE,24.14,98,E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.794,4375.6,20,48,33,8.33,14.44,11.67,11.11,20.56,16.11,Clear,False,Clear,Clear,0,0,0,0,0,7.4,36,NE,11.1,264,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.254,0.0,48,62,55,7.78,14.44,10.56,10.0,17.78,13.33,Good,Low,Low,Low,Low,Moderate,,
2024-11-01 19:16:18.620860,10.4,Aydın,Aydın Kuyucak,Autumn,2024-11-01T07:32:00+03:00,2024-11-01T18:07:00+03:00,2024-11-01T07:23:00+03:00,2024-11-01T17:51:00+03:00,New,0,9.44,22.78,10.0,Chilly,23.89,Pleasant,10.0,Chilly,21.11,Pleasant,-15.56,-17.78,Sunny,False,Pleasant with plenty of sun,Pleasant with plenty of sun,0,0,0,0,0,5.63,70,ENE,20.44,13,NNE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.794,4390.7,30,59,40,7.78,12.78,11.11,10.0,17.78,15.0,Clear,False,Clear,Clear,0,0,0,0,0,7.4,148,SSE,16.74,146,SE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.254,0.0,38,64,55,7.22,11.11,8.33,8.89,15.0,11.11,Good,Low,Low,Low,Low,Moderate,,
2024-11-01 19:16:18.626355,10.6,Aydın,Aydın Kocarlı,Autumn,2024-11-01T07:35:00+03:00,2024-11-01T18:10:00+03:00,2024-11-01T07:26:00+03:00,2024-11-01T17:54:00+03:00,New,0,10.56,26.67,11.11,Chilly,27.22,Pleasant,11.11,Chilly,25.56,Pleasant,-17.78,-17.78,Sunny,False,Pleasant with plenty of sun,Pleasant with plenty of sun,0,0,0,0,0,7.4,171,S,25.91,119,ESE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.794,4370.5,22,54,38,8.89,14.44,11.67,11.67,20.0,16.11,Clear,False,Clear,Clear,0,0,0,0,0,5.63,43,NE,9.33,76,ENE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.254,0.0,46,64,59,7.78,12.78,9.44,10.0,16.67,12.22,Good,Low,Low,Low,Low,Moderate,,
2024-11-01 19:16:18.632858,10.6,Aydın,Aydın Sultanhisar,Autumn,2024-11-01T07:33:00+03:00,2024-11-01T18:08:00+03:00,2024-11-01T07:24:00+03:00,2024-11-01T17:52:00+03:00,New,0,11.11,27.22,11.11,Chilly,27.22,Pleasant,11.11,Chilly,26.11,Pleasant,-17.78,-17.22,Sunny,False,Nice with plenty of sun,Nice with plenty of sun,0,0,0,0,0,7.4,162,SSE,24.14,98,E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.794,4375.6,20,48,33,8.33,14.44,11.67,11.11,20.56,16.11,Clear,False,Clear,Clear,0,0,0,0,0,7.4,36,NE,11.1,264,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.254,0.0,48,62,55,7.78,14.44,10.56,10.0,17.78,13.33,Good,Low,Low,Low,Low,Moderate,,
2024-11-01 19:16:18.638957,10.4,Aydın,Aydın Karacasu,Autumn,2024-11-01T07:31:00+03:00,2024-11-01T18:06:00+03:00,2024-11-01T07:22:00+03:00,2024-11-01T17:51:00+03:00,New,0,9.44,22.78,10.0,Chilly,23.89,Pleasant,10.0,Chilly,21.11,Pleasant,-15.56,-17.78,Sunny,False,Pleasant with plenty of sun,Pleasant with plenty of sun,0,0,0,0,0,5.63,70,ENE,20.44,13,NNE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.794,4390.7,30,59,40,7.78,12.78,11.11,10.0,17.78,15.0,Clear,False,Clear,Clear,0,0,0,0,0,7.4,148,SSE,16.74,146,SE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.254,0.0,38,64,55,7.22,11.11,8.33,8.89,15.0,11.11,Good,Low,Low,Low,Low,Moderate,,
2024-11-01 19:16:18.643960,10.2,Aydın,Aydın Buharkent,Autumn,2024-11-01T07:31:00+03:00,2024-11-01T18:06:00+03:00,2024-11-01T07:22:00+03:00,2024-11-01T17:50:00+03:00,New,0,8.33,23.33,9.44,Chilly,25.56,Pleasant,9.44,Chilly,23.33,Pleasant,-15.56,-17.78,Sunny,False,Sunny and nice,Sunny and nice,0,0,0,0,0,1.93,217,SW,11.1,79,E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2.2859999999999996,4359.9,25,51,35,6.67,13.89,10.56,9.44,18.89,15.0,Clear,False,Clear,Clear,0,0,0,0,0,3.7,349,N,11.1,8,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,41,72,61,6.67,10.56,8.89,8.89,14.44,11.11,Good,Low,Low,Low,Low,Moderate,,
2024-11-01 19:16:18.649983,10.6,Aydın,Aydın Yenipazar,Autumn,2024-11-01T07:33:00+03:00,2024-11-01T18:08:00+03:00,2024-11-01T07:24:00+03:00,2024-11-01T17:52:00+03:00,New,0,11.11,27.22,11.11,Chilly,27.22,Pleasant,11.11,Chilly,26.11,Pleasant,-17.78,-17.22,Sunny,False,Nice with plenty of sun,Nice with plenty of sun,0,0,0,0,0,7.4,162,SSE,24.14,98,E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.794,4375.6,20,48,33,8.33,14.44,11.67,11.11,20.56,16.11,Clear,False,Clear,Clear,0,0,0,0,0,7.4,36,NE,11.1,264,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.254,0.0,48,62,55,7.78,14.44,10.56,10.0,17.78,13.33,Good,Low,Low,Low,Low,Moderate,,
2024-11-01 19:16:18.656473,10.6,Aydın,Aydın Karpuzlu,Autumn,2024-11-01T07:34:00+03:00,2024-11-01T18:10:00+03:00,2024-11-01T07:25:00+03:00,2024-11-01T17:54:00+03:00,New,0,10.0,22.22,11.11,Chilly,23.89,Pleasant,11.11,Chilly,21.11,Pleasant,-15.56,-17.78,Sunny,False,Pleasant with plenty of sun,Pleasant with plenty of sun,0,0,0,0,0,11.1,41,NE,31.54,275,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.794,4414.0,28,55,38,7.22,12.22,10.0,9.44,17.22,13.89,Clear,False,Clear,Clear,0,0,0,0,0,5.63,37,NE,22.21,297,WNW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.254,0.0,39,65,57,7.22,10.56,8.33,9.44,14.44,11.11,Good,Low,Low,Low,Low,Moderate,,
2024-11-01 19:16:18.661972,10.2,Denizli,,Autumn,2024-11-01T07:30:00+03:00,2024-11-01T18:04:00+03:00,2024-11-01T07:20:00+03:00,2024-11-01T17:49:00+03:00,New,0,10.0,23.33,11.11,Chilly,25.0,Pleasant,11.11,Chilly,23.33,Pleasant,-16.11,-17.78,Sunny,False,Sunny and beautiful,Sunny and beautiful,0,0,0,0,0,1.93,19,NNE,16.74,355,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2.032,4379.7,25,52,35,7.22,12.22,9.44,9.44,18.33,13.89,Clear,False,Clear,Clear,0,0,0,0,0,3.7,217,SW,11.1,213,SSW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,34,55,46,6.67,10.0,8.33,8.89,13.89,11.67,Good,Low,Low,Low,Low,Moderate,,
2024-11-01 19:16:18.667956,10.2,Denizli,Denizli Pamukkale,Autumn,2024-11-01T07:30:00+03:00,2024-11-01T18:04:00+03:00,2024-11-01T07:20:00+03:00,2024-11-01T17:48:00+03:00,New,0,8.33,23.33,9.44,Chilly,25.56,Pleasant,9.44,Chilly,23.33,Pleasant,-15.56,-17.78,Sunny,False,Sunny and nice,Sunny and nice,0,0,0,0,0,1.93,217,SW,11.1,79,E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2.2859999999999996,4359.9,25,51,35,6.67,13.89,10.56,9.44,18.89,15.0,Clear,False,Clear,Clear,0,0,0,0,0,3.7,349,N,11.1,8,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,41,72,61,6.67,10.56,8.89,8.89,14.44,11.11,Good,Low,Low,Low,Low,Moderate,,
2024-11-01 19:16:18.674449,10.2,Denizli,Denizli Civril,Autumn,2024-11-01T07:28:00+03:00,2024-11-01T18:01:00+03:00,2024-11-01T07:18:00+03:00,2024-11-01T17:45:00+03:00,New,0,3.89,20.56,3.89,Cold,21.11,Pleasant,3.89,Cold,18.89,Pleasant,-11.67,-17.78,Sunny,False,Plenty of sun,Plenty of sun,0,0,0,0,0,5.63,99,E,18.51,59,ENE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2.2859999999999996,4312.8,29,77,46,4.44,10.56,8.89,5.56,15.56,12.22,Mostly clear,False,Clear to partly cloudy,Clear to partly cloudy,0,0,0,0,0,9.33,52,NE,16.74,59,ENE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,0.254,0.0,39,83,69,3.89,8.89,5.56,5.0,12.78,7.78,Good,Low,Low,Low,Low,Moderate,,
2024-11-01 19:16:18.680938,10.5,Denizli,Denizli Acıpayam,Autumn,2024-11-01T07:28:00+03:00,2024-11-01T18:04:00+03:00,2024-11-01T07:18:00+03:00,2024-11-01T17:49:00+03:00,New,0,2.78,20.0,5.56,Chilly,21.11,Pleasant,5.56,Chilly,18.33,Pleasant,-11.11,-17.78,Sunny,False,Plenty of sun,Plenty of sun,0,0,0,0,0,7.4,14,NNE,22.21,282,WNW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.54,4438.4,28,68,43,4.44,10.56,8.33,6.67,15.0,12.22,Clear,False,Clear and chilly,Clear and chilly,0,0,0,0,0,3.7,343,NNW,13.04,309,NW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,41,81,70,2.78,7.78,5.0,3.89,11.67,6.67,Good,Low,Low,Low,Low,Moderate,,
2024-11-01 19:16:18.686927,10.2,Denizli,Denizli Tavas,Autumn,2024-11-01T07:29:00+03:00,2024-11-01T18:05:00+03:00,2024-11-01T07:19:00+03:00,2024-11-01T17:49:00+03:00,New,0,3.33,16.67,3.89,Cold,19.44,Pleasant,3.89,Cold,16.11,Cool,-9.44,-17.78,Sunny,False,Sunny,Sunny,0,0,0,0,0,9.33,28,NNE,33.31,270,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2.54,4427.1,30,65,41,2.78,8.89,6.67,5.56,12.78,10.0,Clear,False,Clear,Clear,0,0,0,0,0,7.4,59,ENE,24.14,305,NW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.254,0.0,45,72,65,2.22,6.11,3.33,4.44,9.44,6.11,Good,Low,Low,Low,Low,Moderate,,
2024-11-01 19:16:18.692422,10.5,Denizli,Denizli Honaz,Autumn,2024-11-01T07:29:00+03:00,2024-11-01T18:04:00+03:00,2024-11-01T07:19:00+03:00,2024-11-01T17:48:00+03:00,New,0,6.11,21.67,7.22,Chilly,22.22,Pleasant,7.22,Chilly,20.56,Pleasant,-13.33,-17.78,Sunny,False,Pleasant with plenty of sun,Pleasant with plenty of sun,0,0,0,0,0,7.4,47,NE,22.21,34,NE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.54,4377.8,28,77,45,5.56,12.22,10.0,6.67,16.67,13.33,Clear,False,Clear,Clear,0,0,0,0,0,7.4,145,SE,16.74,120,ESE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.254,0.0,41,70,56,5.0,9.44,6.67,7.22,12.78,9.44,Good,Low,Low,Low,Low,Moderate,,
2024-11-01 19:16:18.698406,10.2,Denizli,Denizli Saraykoy,Autumn,2024-11-01T07:30:00+03:00,2024-11-01T18:05:00+03:00,2024-11-01T07:21:00+03:00,2024-11-01T17:49:00+03:00,New,0,8.33,23.33,9.44,Chilly,25.56,Pleasant,9.44,Chilly,23.33,Pleasant,-15.56,-17.78,Sunny,False,Sunny and nice,Sunny and nice,0,0,0,0,0,1.93,217,SW,11.1,79,E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2.2859999999999996,4359.9,25,51,35,6.67,13.89,10.56,9.44,18.89,15.0,Clear,False,Clear,Clear,0,0,0,0,0,3.7,349,N,11.1,8,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,41,72,61,6.67,10.56,8.89,8.89,14.44,11.11,Good,Low,Low,Low,Low,Moderate,,
2024-11-01 19:16:18.704897,10.2,Denizli,Denizli Buldan,Autumn,2024-11-01T07:31:00+03:00,2024-11-01T18:05:00+03:00,2024-11-01T07:21:00+03:00,2024-11-01T17:49:00+03:00,New,0,8.33,23.33,9.44,Chilly,25.56,Pleasant,9.44,Chilly,23.33,Pleasant,-15.56,-17.78,Sunny,False,Sunny and nice,Sunny and nice,0,0,0,0,0,1.93,217,SW,11.1,79,E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2.2859999999999996,4359.9,25,51,35,6.67,13.89,10.56,9.44,18.89,15.0,Clear,False,Clear,Clear,0,0,0,0,0,3.7,349,N,11.1,8,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,41,72,61,6.67,10.56,8.89,8.89,14.44,11.11,Good,Low,Low,Low,Low,Moderate,,
2024-11-01 19:16:18.710881,10.2,Denizli,Denizli Kale,Autumn,2024-11-01T07:30:00+03:00,2024-11-01T18:06:00+03:00,2024-11-01T07:20:00+03:00,2024-11-01T17:50:00+03:00,New,0,3.33,16.67,3.89,Cold,19.44,Pleasant,3.89,Cold,16.11,Cool,-9.44,-17.78,Sunny,False,Sunny,Sunny,0,0,0,0,0,9.33,28,NNE,33.31,270,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2.54,4427.1,30,65,41,2.78,8.89,6.67,5.56,12.78,10.0,Clear,False,Clear,Clear,0,0,0,0,0,7.4,59,ENE,24.14,305,NW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.254,0.0,45,72,65,2.22,6.11,3.33,4.44,9.44,6.11,Good,Low,Low,Low,Low,Moderate,,
2024-11-01 19:16:18.717370,10.5,Denizli,Denizli Cal,Autumn,2024-11-01T07:29:00+03:00,2024-11-01T18:03:00+03:00,2024-11-01T07:19:00+03:00,2024-11-01T17:47:00+03:00,New,0,5.56,22.22,6.11,Chilly,22.78,Pleasant,6.11,Chilly,21.11,Pleasant,-13.33,-17.78,Sunny,False,Pleasant with plenty of sun,Pleasant with plenty of sun,0,0,0,0,0,5.63,34,NE,16.74,2,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.54,4315.5,29,78,42,5.0,12.22,10.0,6.67,17.22,13.89,Mostly clear,False,Clear to partly cloudy,Clear to partly cloudy,0,0,0,0,0,7.4,27,NNE,13.04,1,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0.254,0.0,38,76,63,5.0,10.0,6.67,6.67,13.33,8.89,Good,Low,Low,Low,Low,Moderate,,
2024-11-01 19:16:18.722860,10.0,Denizli,Denizli Cameli,Autumn,2024-11-01T07:27:00+03:00,2024-11-01T18:05:00+03:00,2024-11-03T07:17:00+03:00,2024-11-03T17:49:00+03:00,New,0,5.0,16.67,5.56,Chilly,20.56,Pleasant,5.56,Chilly,16.11,Cool,-10.56,-17.78,Mostly sunny,False,Mostly sunny,Mostly sunny,1,0,1,0,0,11.1,326,NW,35.24,264,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2.54,4487.2,29,59,41,4.44,8.33,6.67,7.78,12.78,10.56,Clear,False,Clear,Clear,1,0,1,0,0,9.33,94,E,24.14,281,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.254,0.0,48,76,62,3.89,6.67,5.0,5.0,9.44,7.78,Good,Low,Low,Low,Low,Moderate,,
2024-11-01 19:16:18.729351,10.5,Denizli,Denizli Serinhisar,Autumn,2024-11-01T07:28:00+03:00,2024-11-01T18:04:00+03:00,2024-11-01T07:19:00+03:00,2024-11-01T17:49:00+03:00,New,0,2.78,20.0,5.56,Chilly,21.11,Pleasant,5.56,Chilly,18.33,Pleasant,-11.11,-17.78,Sunny,False,Plenty of sun,Plenty of sun,0,0,0,0,0,7.4,14,NNE,22.21,282,WNW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.54,4438.4,28,68,43,4.44,10.56,8.33,6.67,15.0,12.22,Clear,False,Clear and chilly,Clear and chilly,0,0,0,0,0,3.7,343,NNW,13.04,309,NW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,41,81,70,2.78,7.78,5.0,3.89,11.67,6.67,Good,Low,Low,Low,Low,Moderate,,
2024-11-01 19:16:18.735848,10.5,Denizli,Denizli Bozkurt,Autumn,2024-11-01T07:27:00+03:00,2024-11-01T18:02:00+03:00,2024-11-01T07:18:00+03:00,2024-11-01T17:47:00+03:00,New,0,3.33,17.78,3.33,Cold,18.33,Pleasant,3.33,Cold,16.67,Cool,-10.0,-17.78,Sunny,False,Plenty of sun,Plenty of sun,0,0,0,0,0,9.33,59,ENE,22.21,86,E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.54,4367.4,29,78,48,2.78,9.44,7.22,4.44,13.33,10.56,Clear,False,Clear,Clear,0,0,0,0,0,5.63,68,ENE,13.04,81,E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,37,80,63,2.78,7.22,3.89,3.89,10.56,6.11,Good,Low,Low,Low,Low,Moderate,,
2024-11-01 19:16:18.741348,10.4,Denizli,Denizli Guney,Autumn,2024-11-01T07:30:00+03:00,2024-11-01T18:04:00+03:00,2024-11-01T07:21:00+03:00,2024-11-01T17:48:00+03:00,New,0,5.56,20.0,5.0,Chilly,20.56,Pleasant,5.0,Chilly,18.89,Pleasant,-12.22,-17.78,Sunny,False,Beautiful with plenty of sun,Beautiful with plenty of sun,0,0,0,0,0,9.33,38,NE,22.21,57,ENE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.54,4328.4,30,68,44,5.0,11.11,8.33,7.22,15.56,12.22,Mostly clear,False,Clear to partly cloudy,Clear to partly cloudy,0,0,0,0,0,9.33,19,NNE,16.74,7,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0.254,0.0,42,70,61,3.89,8.33,5.56,6.11,11.67,8.33,Good,Low,Low,Low,Low,Moderate,,
